From,Destination,City,Type,Distance (km),Duration (Days),Budget,Cost (BDT)
Mymensingh,Sitakunda Eco Park,Chittagong,Park,330,1,Medium,2127
Dhaka,Alutila Cave,Khagrachari,Hills,265,5,Medium,9009
Rangpur,Himchari National Park,Cox's Bazar,Park,703,1,Low,2329
Sylhet,Mujibnagar Smriti Complex,Meherpur,Historical Palace,493,1,Low,2342
Khulna,Chandranath Hill,Chittagong,Hills,309,4,High,8721
Chittagong,Bangladesh National Zoo,Dhaka,Park,258,1,Medium,2023
Khulna,Bhola Circuit House,Bhola,Picnic Spot,152,1,Low,1979
Barisal,Shaheed Suhrawardy Udyan,Dhaka,Park,150,1,Low,1526
Cumilla,Mohera Jamindar Bari,Tangail,Historical Palace,193,1,Low,1398
Cumilla,Sreemangal,Moulvibazar,Picnic Spot,151,1,Low,1239
Rajshahi,Chandradinga,Netrokona,Hills,325,6,Medium,6226
Rajshahi,Shahporan Dargah,Sylhet,Historical Palace,456,1,Low,2981
Sylhet,Rangamati Hanging Bridge,Rangamati,Hills,415,4,Medium,7882
Khulna,Satchari National Park,Habiganj,Park,339,1,Medium,2254
Rangpur,Kuakata Beach,Barisal,Sea Beach,591,6,High,12951
Rangpur,Sitakunda Eco Park,Chittagong,Park,512,1,Low,2457
Khulna,Madhabkunda Waterfall,Moulvibazar,Waterfall,459,1,Medium,3238
Cumilla,Jadukata River,Sunamganj,Picnic Spot,255,1,Medium,2340
Khulna,Mahasthangarh,Bogura,Historical Palace,307,1,Low,2657
Khulna,Zaflong Tea Garden,Sylhet,Picnic Spot,496,1,Medium,2612
Chittagong,Inani Beach,Cox's Bazar,Sea Beach,164,7,High,14552
Barisal,Dinajpur Rajbari,Dinajpur,Historical Palace,508,1,Low,2325
Mymensingh,Kurigram Eco Park,Kurigram,Park,335,1,Low,1987
Sylhet,Shoshi Lodge,Mymensingh,Historical Palace,281,1,Low,1823
Chittagong,Swapnapuri Amusement Park,Dinajpur,Picnic Spot,536,1,Medium,2246
Rangpur,Dhakeshwari Temple,Dhaka,Historical Palace,306,1,Medium,1508
Chittagong,Ramsagar National Park,Dinajpur,Park,590,1,Medium,1912
Barisal,Khoiyachora Jhorna,Chittagong,Waterfall,191,3,Medium,2949
Rangpur,Bangladesh National Meusium,Dhaka,Historical Palace,305,1,Medium,1547
Mymensingh,Tanguar Haor,Sunamganj,Picnic Spot,172,1,Low,1888
Rajshahi,Hatirjheel,Dhaka,Picnic Spot,255,1,Medium,2801
Dhaka,Zinda Park,Narayanganj,Picnic Spot,20,1,Low,391
Cumilla,Chimbuk View Point,Bandarban,Hills,180,3,High,2114
Barisal,Niladri Lake,Sunamganj,Picnic Spot,458,1,Medium,1849
Rajshahi,Kuakata Beach,Barisal,Sea Beach,436,6,High,17876
Dhaka,Bangabandhu Bridge,Tangail,Historical Palace,110,1,Low,1298
Cumilla,Buddha Dhatu Jadi,Bandarban,Historical Palace,295,1,Medium,2645
Rajshahi,Sreemangal,Moulvibazar,Picnic Spot,389,1,Medium,2698
Cumilla,Baliadi  Zamindar Bari,Gazipur,Historical Palace,151,1,Low,1927
Sylhet,Tanguar Haor,Sunamganj,Picnic Spot,108,1,Low,1478
Barisal,Lawachara National Park,Sylhet,Park,349,1,Medium,2240
Chittagong,Maheshkhali Island,Cox's Bazar,Island,103,3,High,6913
Khulna,Satchari National Park,Habiganj,Park,339,1,Low,2313
Chittagong,Shitolaksha River,Narayanganj,Picnic Spot,257,1,Medium,2754
Barisal,Shahporan Dargah,Sylhet,Historical Palace,391,1,Medium,2087
Khulna,Sitakunda Eco Park,Chittagong,Park,310,1,Low,2307
Rajshahi,Kaptai Lake,Rangamati,Picnic Spot,556,1,Low,2870
Cumilla,Boga Lake,Bandarban,Hills,274,4,High,6955
Mymensingh,Chandraghona Paper Mills,Rangamati,Historical Palace,403,1,Low,2204
Mymensingh,Ahsan Monjil,Dhaka,Historical Palace,124,1,Low,1868
Chittagong,Malnichhara Tea Garden,Sylhet,Picnic Spot,365,1,Low,2280
Barisal,Hardinge Bridge,Kushtia,Historical Palace,241,1,Medium,1658
Cumilla,Porikunda Eco Park,Sherpur,Park,630,1,Low,2459
Rangpur,Madhabkunda Waterfall,Moulvibazar,Waterfall,518,3,Low,2712
Mymensingh,Tilagor Eco Park,Sylhet,Park,201,1,Low,2363
Barisal,Maheshkhali Island,Cox's Bazar,Island,343,5,High,19096
Sylhet,Keokradong,Bandarban,Hills,489,6,Medium,5839
Cumilla,Keokradong,Bandarban,Hills,35,2,High,3719
Khulna,Bangladesh National Zoo,Dhaka,Park,218,1,Low,2604
Dhaka,Bichanakandi,Sylhet,Picnic Spot,275,1,Low,2996
Khulna,Bichanakandi,Sylhet,Picnic Spot,478,1,Medium,2074
Mymensingh,Kaptai Lake,Rangamati,Picnic Spot,423,1,Medium,1664
Cumilla,Aparajeyo Bangla,Dhaka,Historical Palace,381,1,Medium,1912
Khulna,Kuakata Beach,Barisal,Sea Beach,220,5,Medium,8306
Rajshahi,Bodhiratna Buddhist Temple,Cox's Bazar,Historical Palace,625,1,Low,2700
Khulna,Mujibnagar Eco Park,Meherpur,Park,164,1,Low,1862
Cumilla,Ghoraghat Fort,Dinajpur,Historical Palace,258,1,Low,1940
Dhaka,Narikelbaria Zamindar Bari,Jhenaidah,Historical Palace,190,1,Low,1795
Cumilla,Suagazi Zamindar Bari,Cumilla,Historical Palace,15,1,Low,441
Cumilla,Shitolaksha Waterfront Resort,Narayanganj,Picnic Spot,109,1,Low,1092
Chittagong,Shoshi Lodge,Mymensingh,Historical Palace,361,1,Medium,2936
Khulna,Mawa Ghat,Munshiganj,Picnic Spot,171,1,Low,1598
Rangpur,Kaptai Lake,Rangamati,Park,602,1,Low,1720
Rajshahi,Sundarbans,Satkhira,Forest,309,1,Medium,4630
Chittagong,Teliapara Tea Garden,Habiganj,Picnic Spot,255,1,Medium,2985
Sylhet,Cholon Beel,Sirajganj,Picnic Spot,375,1,Medium,2052
Chittagong,Lalbagh Fort,Dhaka,Historical Palace,244,1,Medium,1861
Khulna,Chandranath Temple,Chittagong,Historical Palace,310,1,Low,2222
Barisal,Dinajpur Rajbari,Dinajpur,Historical Palace,508,1,Medium,1783
Cumilla,Shahjalal Dargah,Sylhet,Historical Palace,211,1,Medium,2824
Dhaka,Sreemangal,Moulvibazar,Picnic Spot,176,1,Low,1491
Rajshahi,Dhanmondi Lake,Dhaka,Park,254,1,Low,2295
Rangpur,Jadipai Waterfall,Bandarban,Waterfall,683,2,Low,4461
Rangpur,Chor Kukri Mukri,Bhola,Island,607,7,High,10510
Rajshahi,Mohera Jamindar Bari,Tangail,Historical Palace,180,1,Low,1276
Barisal,Aparajeyo Bangla,Dhaka,Historical Palace,179,1,Low,1296
Cumilla,Keokradong,Bandarban,Hills,35,3,High,2729
Barisal,Saint Martin's Island,Cox's Bazar,Island,467,6,High,19008
Barisal,Shangu River,Bandarban,Picnic Spot,379,1,Medium,2720
Rangpur,Ramsagar National Park,Dinajpur,Park,103,1,Low,1802
Cumilla,Khoiyachora Jhorna,Chittagong,Waterfall,100,2,Low,2259
Rangpur,Dhakeshwari Temple,Dhaka,Historical Palace,306,1,Medium,2319
Sylhet,Lalbagh Fort,Dhaka,Historical Palace,248,1,Low,1557
Rajshahi,Teknaf Beach,Teknaf,Sea Beach,709,3,High,13965
Rangpur,Aparajeyo Bangla,Dhaka,Historical Palace,299,1,Low,2464
Cumilla,Mohera Jamindar Bari,Tangail,Historical Palace,193,1,Low,1691
Rangpur,Kurigram Eco Park,Kurigram,Park,47,1,Low,1122
Dhaka,Mawa Ghat,Munshiganj,Picnic Spot,54,1,Low,1803
Cumilla,Fatra's Char,Patuakhali,Island,273,3,High,11989
Cumilla,Rangamati Hanging Bridge,Rangamati,Hills,209,3,High,6401
Cumilla,Hatirjheel,Dhaka,Picnic Spot,100,1,Low,1712
Barisal,Mawa Ghat,Munshiganj,Picnic Spot,138,1,Low,1327
Barisal,Tindur Waterfall,Bandarban,Waterfall,365,1,Medium,3499
Mymensingh,Baniachong Zamindar Bari,Habiganj,Historical Palace,215,1,Low,2219
Dhaka,Bangladesh National Meusium,Dhaka,Historical Palace,12,1,Low,1712
Khulna,Maheshkhali Island,Cox's Bazar,Island,452,6,Medium,10446
Barisal,Patenga Beach,Chittagong,Sea Beach,250,5,Medium,17080
Dhaka,Sonargaon Folk Art Museum,Narayanganj,Historical Palace,40,1,Low,1546
Mymensingh,Patenga Beach,Chittagong,Sea Beach,373,4,Medium,17912
Cumilla,Kaptai National Park,Rangamati,Park,445,1,Low,2729
Sylhet,Teknaf Beach,Teknaf,Sea Beach,573,7,Medium,16950
Rajshahi,Ratargul Swamp Forest,Sylhet,Forest,470,2,Low,2730
Dhaka,Chandranath Hill,Chittagong,Hills,218,3,Medium,7041
Khulna,Nafakhum Waterfall,Bandarban,Waterfall,464,1,Low,1681
Rajshahi,Maheshkhali Island,Cox's Bazar,Island,598,6,Medium,7114
Khulna,Bodhiratna Buddhist Temple,Cox's Bazar,Historical Palace,480,1,Low,2837
Barisal,Malnichhara Tea Garden,Sylhet,Picnic Spot,405,1,Low,1945
Chittagong,Jadipai Waterfall,Bandarban,Waterfall,138,1,Medium,4416
Barisal,Nilachal,Bandarban,Hills,311,3,Medium,8118
Chittagong,Bangladesh National Meusium,Dhaka,Historical Palace,245,1,Medium,2466
Khulna,Ratargul Swamp Forest,Sylhet,Forest,461,1,Medium,2966
Barisal,Inani Beach,Cox's Bazar,Sea Beach,404,7,Medium,13152
Dhaka,Ahsan Monjil,Dhaka,Historical Palace,15,1,Low,1951
Rajshahi,Shilaidaha Kuthibari,Kushtia,Historical Palace,122,1,Low,1913
Rangpur,Himchari National Park,Cox's Bazar,Park,703,1,Medium,1804
Rangpur,Sajek Valley,Rangamati,Hills,629,4,High,6606
Mymensingh,Chandranath Hill,Chittagong,Hills,325,4,Medium,6308
Barisal,Rangamati Hanging Bridge,Rangamati,Hills,300,6,Medium,7841
Dhaka,Shibganj Mango Orchard,Chapainawabganj,Picnic Spot,314,1,Medium,1772
Rajshahi,Fatra's Char,Patuakhali,Island,431,3,Medium,8284
Cumilla,Mujibnagar Smriti Complex,Meherpur,Historical Palace,350,1,Medium,1721
Rajshahi,Jaflong,Sylhet,Picnic Spot,508,1,Low,2151
Sylhet,Modhutila Eco Park,Sherpur,Park,353,1,Medium,2435
Rajshahi,Shahjalal Dargah,Sylhet,Historical Palace,450,1,Low,2010
Cumilla,Bhola Circuit House,Bhola,Picnic Spot,140,1,Low,1589
Rangpur,Maheshkhali Island,Cox's Bazar,Island,648,7,Medium,12462
Chittagong,Panam City,Narayanganj,Historical Palace,221,1,Medium,2057
Khulna,Shahporan Dargah,Sylhet,Historical Palace,445,1,Medium,2359
Dhaka,Fatra's Char,Patuakhali,Island,294,3,High,14310
Rangpur,Bhawal National Park,Gazipur,Park,282,1,Low,1547
Rangpur,Inani Beach,Cox's Bazar,Sea Beach,708,5,Medium,7178
Sylhet,Shaheed Suhrawardy Udyan,Dhaka,Park,246,1,Medium,2304
Sylhet,Kuakata Beach,Barisal,Sea Beach,518,4,High,5929
Dhaka,Chimbuk Hill,Bandarban,Hills,339,3,High,6255
Dhaka,Jatiyo Sriti Shoudho,Savar,Historical Palace,36,1,Low,1710
Chittagong,Birishiri,Netrokona,Picnic Spot,418,1,Low,2893
Dhaka,Rangamati Hanging Bridge,Rangamati,Hills,312,4,High,10252
Cumilla,Sitakunda Eco Park,Chittagong,Park,632,1,Medium,2426
Khulna,Shaheed Suhrawardy Udyan,Dhaka,Park,206,1,Medium,2707
Rajshahi,Paharpur Buddhist Monastery,Naogaon,Historical Palace,99,1,Low,677
Rajshahi,Sitakunda Eco Park,Chittagong,Park,462,1,Medium,1882
Khulna,Panam City,Narayanganj,Historical Palace,226,1,Medium,2618
Cumilla,Chandraghona Paper Mills,Rangamati,Historical Palace,190,1,Low,1607
Mymensingh,Keokradong,Bandarban,Hills,496,6,Medium,6178
Rangpur,Narikelbaria Jamidar Bari,Jhenaidah,Historical Palace,303,1,Medium,2791
Sylhet,Panam City,Narayanganj,Historical Palace,237,1,Medium,2957
Barisal,Shoshi Lodge,Mymensingh,Historical Palace,289,1,Low,2536
Khulna,Lalbagh Fort,Dhaka,Historical Palace,206,1,Medium,2195
Mymensingh,Zaflong Tea Garden,Sylhet,Picnic Spot,242,1,Low,2979
Rajshahi,Cholon Beel,Sirajganj,Picnic Spot,84,1,Low,1863
Cumilla,Shahporan Dargah,Sylhet,Historical Palace,216,1,Low,2620
Cumilla,Lawachara National Park,Sylhet,Park,159,1,Low,1739
Mymensingh,Dulahazara Safari Park,Cox's Bazar,Park,469,1,Medium,1772
Chittagong,Mahasthangarh,Bogura,Historical Palace,456,1,Low,2872
Chittagong,Shibganj Mango Orchard,Chapainawabganj,Picnic Spot,566,1,Medium,1655
Rajshahi,Jadukata River,Sunamganj,Picnic Spot,496,1,Low,2244
Dhaka,Kaptai Lake,Rangamati,Picnic Spot,313,1,Medium,1817
Rajshahi,Hatirjheel,Dhaka,Picnic Spot,255,1,Low,2536
Rangpur,Mujibnagar Memorial,Meherpur,Historical Palace,302,1,Medium,1651
Dhaka,Chimbuk Hill,Bandarban,Hills,339,6,Medium,9413
Sylhet,Shibganj Mango Orchard,Chapainawabganj,Picnic Spot,517,1,Medium,2279
Sylhet,Hardinge Bridge,Kushtia,Historical Palace,425,1,Medium,2216
Sylhet,Jaflong,Sylhet,Picnic Spot,50,1,Low,1935
Sylhet,Bangladesh National Meusium,Dhaka,Historical Palace,241,1,Low,2828
Barisal,Fatra's Char,Patuakhali,Island,113,4,Medium,12792
Mymensingh,Kuakata Beach,Barisal,Sea Beach,408,7,Medium,16665
Sylhet,Baniachong Raj Bari,Habiganj,Historical Palace,76,1,Low,936
Chittagong,Baliadi  Zamindar Bari,Gazipur,Historical Palace,299,1,Low,2789
Mymensingh,Ahsan Monjil,Dhaka,Historical Palace,124,1,Low,1343
Rajshahi,Chor Kukri Mukri,Bhola,Island,453,6,High,10993
Barisal,Ramsagar National Park,Dinajpur,Park,492,1,Medium,2921
Rajshahi,Bichanakandi,Sylhet,Picnic Spot,488,1,Low,2139
Chittagong,Sundarbans,Satkhira,Forest,547,3,Low,3575
Chittagong,Kaptai Lake,Rangamati,Picnic Spot,70,1,Low,616
Dhaka,Bangabandhu Bridge,Tangail,Historical Palace,110,1,Low,1847
Khulna,Ahsan Monjil,Dhaka,Historical Palace,204,1,Medium,2081
Sylhet,Lalakhal,Sylhet,Picnic Spot,46,1,Low,639
Cumilla,Nikli Haor,Kishoreganj,Picnic Spot,127,1,Low,1291
Dhaka,Madhupur National Park,Tangail,Picnic Spot,138,1,Low,1610
Barisal,Teliapara Managers Bunglow Nation Tea Estate,Habiganj,Picnic Spot,295,1,Medium,2773
Sylhet,Lalakhal,Sylhet,Picnic Spot,46,1,Low,1129
Rajshahi,Chandranath Temple,Chittagong,Historical Palace,462,1,Low,2841
Mymensingh,Bhola Circuit House,Bhola,Picnic Spot,313,1,Low,2291
Chittagong,Chandraghona Paper Mills,Rangamati,Historical Palace,45,1,Low,1268
Chittagong,Panchagarh Tea Estate,Panchagarh,Picnic Spot,697,1,Low,2501
Sylhet,Saint Martin's Island,Cox's Bazar,Island,601,3,High,19403
Chittagong,Kuakata Beach,Barisal,Sea Beach,345,4,High,15203
Rajshahi,Chimbuk View Point,Bandarban,Hills,448,6,Medium,11633
Dhaka,Ghoraghat Fort,Dinajpur,Historical Palace,239,1,Medium,2013
Barisal,Madhupur National Park,Tangail,Forest,310,1,Low,1781
Sylhet,Bangladesh National Zoo,Dhaka,Park,243,1,Medium,1972
Sylhet,Sreemangal,Moulvibazar,Picnic Spot,82,1,Low,1789
Rajshahi,Rangamati Hanging Bridge,Rangamati,Hills,555,5,Medium,9920
Rangpur,Niladri Lake,Sunamganj,Picnic Spot,572,1,Medium,1910
Cumilla,Mujibnagar Eco Park,Meherpur,Park,338,1,Medium,1594
Rangpur,Madhabkunda Waterfall,Moulvibazar,Waterfall,518,2,Low,2133
Rajshahi,Balihar Rajbari,Naogaon,Historical Palace,63,1,Low,1907
Rangpur,Suagazi Zamindar Bari,Cumilla,Historical Palace,412,1,Medium,2334
Cumilla,Meghla Tourist Complex,Bandarban,Hills,128,1,Medium,2486
Rajshahi,Patenga Beach,Chittagong,Sea Beach,505,7,High,6702
Chittagong,Shibganj Mango Orchard,Chapainawabganj,Picnic Spot,566,1,Low,2654
Mymensingh,Jadipai Waterfall,Bandarban,Waterfall,500,2,Medium,3186
Rangpur,Sajek Valley,Rangamati,Hills,629,3,Medium,9481
Sylhet,Baliadi  Zamindar Bari,Gazipur,Historical Palace,250,1,Medium,1635
Rangpur,Sajek Valley,Rangamati,Hills,629,6,High,7473
Khulna,Bhola Circuit House,Bhola,Picnic Spot,152,1,Low,1142
Mymensingh,Foy's Lake,Chittagong,Park,362,1,Low,1651
Rangpur,Sitakunda Eco Park,Chittagong,Park,512,1,Low,2054
Khulna,Shalban Vihara,Cumilla,Historical Palace,296,1,Medium,1698
Rangpur,Ghoraghat Fort,Dinajpur,Historical Palace,65,1,Low,851
Khulna,Mohamaya Eco Park,Chittagong,Picnic Spot,382,1,Low,2500
Khulna,Shoshi Lodge,Mymensingh,Historical Palace,328,1,Low,2664
Khulna,Shahjalal Dargah,Sylhet,Historical Palace,440,1,Low,1806
Chittagong,Khoiyachora Jhorna,Chittagong,Waterfall,65,1,Low,1183
Sylhet,Teknaf Beach,Teknaf,Sea Beach,573,7,Medium,13559
Cumilla,Bayazid Bostami Shrine,Chittagong,Historical Palace,147,1,Low,1530
Dhaka,Shoshi Lodge,Mymensingh,Historical Palace,115,1,Low,1756
Barisal,Bangabandhu Bridge,Tangail,Historical Palace,273,1,Medium,2392
Rajshahi,Balihar Rajbari,Naogaon,Historical Palace,63,1,Low,744
Chittagong,Shilaidaha Kuthibari,Kushtia,Historical Palace,428,1,Medium,2233
Dhaka,Kaptai National Park,Rangamati,Park,297,1,Low,2550
Dhaka,Nikli Haor,Kishoreganj,Picnic Spot,107,1,Low,1136
Cumilla,Boga Lake,Bandarban,Hills,274,5,High,6504
Mymensingh,Shahporan Dargah,Sylhet,Historical Palace,204,1,Medium,2153
Barisal,Jaflong,Sylhet,Picnic Spot,443,1,Medium,1658
Cumilla,Birishiri,Netrokona,Picnic Spot,270,1,Medium,1927
Cumilla,Mahasthangarh,Bogura,Historical Palace,307,1,Medium,2591
Khulna,Hardinge Bridge,Kushtia,Historical Palace,176,1,Low,1245
Rangpur,Kaptai Lake,Rangamati,Park,602,1,Medium,1666
Khulna,Mohera Zamindar Bari,Tangail,Historical Palace,284,1,Low,2379
Barisal,Sitakunda Eco Park,Chittagong,Park,207,1,Medium,1874
Dhaka,Inani Beach,Cox's Bazar,Sea Beach,418,3,Medium,13806
Chittagong,Lawachara National Park,Sylhet,Park,309,1,Medium,2250
Sylhet,Nilachal,Bandarban,Hills,429,6,Medium,9455
Dhaka,Khoiyachora Jhorna,Chittagong,Waterfall,202,1,Low,2098
Cumilla,Kaptai Lake,Rangamati,Park,206,1,Low,1520
Rangpur,Khoiyachora Jhorna,Chittagong,Waterfall,495,2,Medium,2618
Mymensingh,Mohamaya Eco Park,Chittagong,Picnic Spot,304,1,Medium,1900
Sylhet,Alutila Cave,Khagrachari,Hills,369,6,High,6508
Khulna,Chimbuk View Point,Bandarban,Hills,432,5,Medium,8339
Rangpur,Maheshkhali Island,Cox's Bazar,Island,648,3,Medium,14408
Cumilla,Mohamaya Eco Park,Chittagong,Picnic Spot,90,1,Low,1407
Mymensingh,Lalbagh Fort,Dhaka,Historical Palace,124,1,Low,1811
Mymensingh,Sitakunda Eco Park,Chittagong,Park,330,1,Medium,2306
Barisal,Ramsagar National Park,Dinajpur,Park,492,1,Medium,2504
Cumilla,Lawachara National Park,Sylhet,Park,159,1,Low,1195
Khulna,Panchagarh Tea Estate,Panchagarh,Picnic Spot,508,1,Medium,1932
Dhaka,Shibganj Mango Orchard,Chapainawabganj,Picnic Spot,314,1,Medium,1866
Rangpur,Chor Kukri Mukri,Bhola,Island,607,5,High,17876
Rajshahi,Ghoraghat Fort,Dinajpur,Historical Palace,159,1,Low,1457
Cumilla,Shitolaksha River,Narayanganj,Picnic Spot,327,1,Low,2707
Rangpur,Chimbuk Hill,Bandarban,Hills,632,3,Medium,7886
Chittagong,Panam City,Narayanganj,Historical Palace,221,1,Low,2512
Khulna,Shoshi Lodge,Mymensingh,Historical Palace,328,1,Low,2999
Barisal,Sreemangal,Moulvibazar,Picnic Spot,325,1,Medium,2407
Mymensingh,Bangladesh National Zoo,Dhaka,Park,117,1,Low,1607
Rajshahi,Shoshi Lodge,Mymensingh,Historical Palace,236,1,Low,1547
Chittagong,Mohera Zamindar Bari,Tangail,Historical Palace,341,1,Low,2728
Barisal,Suagazi Zamindar Bari,Cumilla,Historical Palace,184,1,Low,1979
Chittagong,Mohamaya Eco Park,Chittagong,Picnic Spot,81,1,Low,1955
Sylhet,Ahsan Monjil,Dhaka,Historical Palace,239,1,Low,1565
Cumilla,Satchari National Park,Habiganj,Park,110,1,Low,1763
Dhaka,Mujibnagar Eco Park,Meherpur,Park,262,1,Low,2880
Dhaka,Lalon Shah Mazar,Kushtia,Historical Palace,204,1,Medium,2142
Sylhet,Ratargul Swamp Forest,Sylhet,Forest,53,1,Low,911
Sylhet,Jatiyo Sriti Shoudho,Savar,Historical Palace,256,1,Medium,2703
Mymensingh,Patenga Beach,Chittagong,Sea Beach,373,4,High,6457
Rangpur,Dhakeshwari Temple,Dhaka,Historical Palace,306,1,Medium,2405
Dhaka,Malnichhara Tea Garden,Sylhet,Picnic Spot,240,1,Low,2983
Cumilla,Rajbari Palace,Rajbari,Historical Palace,147,1,Low,1746
Barisal,Zinda Park,Narayanganj,Picnic Spot,197,1,Low,1895
Cumilla,Mujibnagar Eco Park,Meherpur,Park,39,1,Low,1082
Barisal,Teliapara Managers Bunglow Nation Tea Estate,Habiganj,Picnic Spot,295,1,Low,1881
Dhaka,Mohamaya Eco Park,Chittagong,Picnic Spot,193,1,Low,1701
Khulna,Pachgaon Waterfall,Netrokona,Hills,408,4,High,8886
Chittagong,Amiakhum Waterfall,Bandarban,Waterfall,143,3,Low,3192
Khulna,Bhola Circuit House,Bhola,Picnic Spot,152,1,Low,1112
Rajshahi,Buddha Dhatu Cati,Bandarban,Historical Palace,573,1,Low,2996
Barisal,Bhola Circuit House,Bhola,Picnic Spot,49,1,Low,928
Sylhet,Panchagarh Tea Estate,Panchagarh,Picnic Spot,646,1,Medium,2163
Khulna,Darjeeling Point,Panchagarh,Hills,635,5,High,11321
Dhaka,Shaheed Suhrawardy Udyan,Dhaka,Park,12,1,Low,1634
Sylhet,Sundarbans,Satkhira,Forest,493,2,Medium,4990
Barisal,Malnichhara Tea Garden,Sylhet,Picnic Spot,405,1,Medium,2233
Sylhet,Paharpur Buddhist Monastery,Naogaon,Historical Palace,446,1,Low,2969
Sylhet,Cholon Beel,Sirajganj,Picnic Spot,375,1,Medium,2571
Cumilla,Shalban Vihara,Cumilla,Historical Palace,9,1,Low,1364
Cumilla,Narikelbaria Jamidar Bari,Jhenaidah,Historical Palace,267,1,Low,1872
Mymensingh,Kuakata Beach,Patuakhali,Sea Beach,408,5,Medium,11078
Barisal,Shahporan Dargah,Sylhet,Historical Palace,391,1,Low,2849
Cumilla,Fatra's Char,Patuakhali,Island,272,5,Medium,16907
Cumilla,Patenga Beach,Chittagong,Sea Beach,159,2,Medium,15206
Sylhet,Saint Martin's Island,Cox's Bazar,Island,601,5,Medium,15104
Rajshahi,Shahjalal Dargah,Sylhet,Historical Palace,450,1,Medium,1806
Rajshahi,Madhupur National Park,Tangail,Forest,208,1,Medium,3950
Barisal,Jaflong,Sylhet,Picnic Spot,443,1,Medium,2041
Sylhet,Aparajeyo Bangla,Dhaka,Historical Palace,241,1,Medium,2102
Khulna,Madhupur National Park,Tangail,Forest,343,3,Low,4642
Chittagong,Hardinge Bridge,Kushtia,Historical Palace,417,1,Medium,2592
Mymensingh,Lalon Shah Mazar,Kushtia,Historical Palace,249,1,Medium,2105
Rangpur,Hatirjheel,Dhaka,Picnic Spot,305,1,Low,2965
Chittagong,Jatiyo Sriti Shoudho,Savar,Historical Palace,278,1,Medium,2552
Dhaka,Jadipai Waterfall,Bandarban,Waterfall,390,3,Medium,4422
Dhaka,Gunahar Saheb Bari,Naogaon,Historical Palace,219,1,Low,2879
Sylhet,Kantaji Temple,Dinajpur,Historical Palace,552,1,Medium,2098
Dhaka,Patenga Beach,Chittagong,Sea Beach,262,4,High,10395
Cumilla,Amiakhum Waterfall,Bandarban,Waterfall,273,3,Medium,2792
Dhaka,Kuakata Beach,Patuakhali,Sea Beach,298,5,High,10205
Dhaka,Cox's Bazar Sea Beach,Cox's Bazar,Sea Beach,400,5,Medium,6653
Cumilla,Lalakhal,Sylhet,Picnic Spot,258,1,Medium,2225
Chittagong,Shibganj Mango Orchard,Chapainawabganj,Picnic Spot,566,1,Medium,2120
,,,,,4,High,8377
Dhaka,Dhanmondi Lake,Dhaka,Park,11,1,Low,1016
Khulna,Kuakata Beach,Patuakhali,Sea Beach,220,3,High,8063
Dhaka,Jatiyo Sriti Shoudho,Savar,Historical Palace,36,1,Low,671
Mymensingh,Madhupur National Park,Tangail,Forest,44,1,Low,979
Mymensingh,Panam City,Narayanganj,Historical Palace,147,1,Low,1374
Khulna,Chimbuk View Point,Bandarban,Hills,432,5,Medium,6271
Chittagong,Ramsagar National Park,Dinajpur,Park,590,1,Medium,1785
Rajshahi,Ratargul Swamp Forest,Sylhet,Forest,470,1,Low,4115
Mymensingh,Kantaji Temple,Dinajpur,Historical Palace,347,1,Medium,2515
Rangpur,Jaflong,Sylhet,Picnic Spot,557,1,Medium,2999
Rajshahi,Patenga Beach,Chittagong,Sea Beach,505,7,Medium,10658
Barisal,Buddha Dhatu Cati,Bandarban,Historical Palace,318,1,Low,1514
Cumilla,Sonargaon Folk Art Museum,Narayanganj,Historical Palace,73.4,1,Low,646
Khulna,Sajek Valley,Rangamati,Hills,427,5,High,7805
Sylhet,Lalakhal,Sylhet,Picnic Spot,46,1,Low,1840
Sylhet,Zinda Park,Narayanganj,Picnic Spot,225,1,Medium,2727
Dhaka,Bhawal National Park,Gazipur,Park,45,1,Low,451
Sylhet,Shitolaksha Waterfront Resort,Narayanganj,Picnic Spot,213,1,Low,2744
Sylhet,Kurigram Eco Park,Kurigram,Park,541,1,Low,2398
Rajshahi,Shalban Vihara,Cumilla,Historical Palace,350,1,Low,2123
Rangpur,Shalban Vihara,Cumilla,Historical Palace,399,1,Low,2245
Sylhet,Sreemangal,Moulvibazar,Picnic Spot,82,1,Low,1238
Rangpur,Nafakhum Waterfall,Bandarban,Waterfall,558,2,Medium,2186
Barisal,Khoiyachora Jhorna,Chittagong,Waterfall,191,2,Medium,3655
Chittagong,Madhupur National Park,Tangail,Forest,404,3,Medium,4848
Khulna,Tilagor Eco Park,Sylhet,Park,444,1,Medium,1848
Chittagong,Teliapara Tea Garden,Habiganj,Picnic Spot,255,1,Medium,2873
Sylhet,Madhabkunda Waterfall,Moulvibazar,Waterfall,73,1,Low,961
Rangpur,Meghla Tourist Complex,Bandarban,Hills,614,3,Medium,6333
Sylhet,Nafakhum Waterfall,Bandarban,Waterfall,360,3,Medium,3504
Rangpur,Khoiyachora Jhorna,Chittagong,Waterfall,495,3,Low,2383
Chittagong,Madhupur National Park,Tangail,Forest,404,2,Low,4529
Khulna,Sitakunda Eco Park,Chittagong,Park,310,1,Medium,2986
Rangpur,Lawachara National Park,Sylhet,Park,447,1,Low,2532
Dhaka,Mahasthangarh,Bogura,Historical Palace,203,1,Low,1840
